Accession,year,conforms
GSE90215,2016,0
GSE90216,2016,0
GSE90217,2016,0
GSE90218,2016,0
GSE90219,2016,0
GSE90220,2016,1
GSE90221,2016,0
GSE90222,2016,1
GSE90223,2016,0
GSE90224,2016,0
GSE90225,2016,1
GSE90226,2016,1
GSE90227,2016,1
GSE90228,2016,1
GSE90229,2016,0
GSE90230,2016,1
GSE90231,2016,0
GSE90232,2016,1
GSE90233,2016,0
GSE90234,2016,1
GSE90235,2016,1
GSE90236,2016,1
GSE90237,2016,1
GSE90238,2016,1
GSE90239,2016,0
GSE90240,2016,1
GSE90241,2016,0
GSE90242,2016,0
GSE90243,2016,0
GSE90244,2016,1
GSE90245,2016,0
GSE90246,2016,0
GSE90247,2016,0
GSE90248,2016,1
GSE90249,2016,1
GSE90250,2016,1
GSE90251,2016,1
GSE90252,2016,1
GSE90253,2016,0
GSE90254,2016,1
GSE90255,2016,1
GSE90256,2016,1
GSE90257,2016,0
GSE90258,2016,1
GSE90259,2016,1
GSE90260,2016,1
GSE90261,2016,1
GSE90262,2016,1
GSE90263,2016,1
GSE90264,2016,1
GSE90265,2016,1
GSE90266,2016,1
GSE90267,2016,1
GSE90268,2016,1
GSE90269,2016,1
GSE90270,2016,0
GSE90271,2016,1
GSE90272,2016,1
GSE90273,2016,1
GSE90274,2016,1
GSE90275,2016,0
GSE90276,2016,1
GSE90277,2016,0
GSE90278,2016,0
GSE90279,2016,0
GSE90322,2016,0
GSE90444,2017,0
GSE90446,2017,0
GSE90447,2017,1
GSE90455,2018,1
GSE90456,2018,0
GSE90459,2017,0
GSE90461,2017,0
GSE90462,2017,0
GSE90463,2016,0
GSE90466,2017,1
GSE90468,2018,1
GSE90469,2018,0
GSE90470,2017,0
GSE90478,2017,1
GSE90485,2017,1
GSE90486,2016,1
GSE90488,2016,0
GSE90489,2017,1
GSE90491,2017,1
GSE90492,2017,0
GSE90493,2018,0
GSE90497,2017,1
GSE90503,2017,0
GSE90511,2017,1
GSE90512,2017,0
GSE90514,2018,1
GSE90516,2017,1
GSE90517,2017,0
GSE90519,2018,1
GSE90522,2017,1
GSE90523,2016,1
GSE90531,2016,1
GSE90533,2017,1
GSE90546,2016,0
GSE90552,2017,1
GSE90553,2018,1
GSE90560,2019,1
GSE90561,2019,0
GSE90566,2017,1
GSE90567,2017,0
GSE90569,2018,1
GSE90570,2018,0
GSE90572,2019,1
GSE90573,2017,1
GSE90574,2017,0
GSE90595,2018,1
GSE90596,2017,1
GSE90599,2017,1
GSE90600,2018,1
GSE90606,2017,0
GSE90609,2017,0
GSE90611,2017,0
GSE90613,2017,0
GSE90615,2016,1
GSE90625,2017,1
GSE90626,2018,1
GSE90630,2017,0
GSE90633,2017,0
GSE90634,2017,0
GSE90636,2016,1
GSE90637,2019,1
GSE90639,2018,1
GSE90652,2017,1
GSE90654,2017,1
GSE90655,2016,1
GSE90657,2017,0
GSE90659,2017,1
GSE90670,2017,0
GSE90671,2018,1
GSE90673,2017,0
GSE90682,2016,1
GSE90683,2017,1
GSE90684,2018,1
GSE90686,2018,0
GSE90687,2018,1
GSE90688,2017,0
GSE90693,2018,1
GSE90695,2017,0
GSE90696,2018,0
GSE90697,2017,1
GSE90702,2017,0
GSE90703,2017,1
GSE90705,2017,0
GSE90706,2017,0
GSE90710,2019,1
GSE90711,2016,1
GSE90712,2017,1
GSE90715,2018,1
GSE90717,2018,0
GSE90718,2017,1
GSE90724,2018,1
GSE90725,2017,1
GSE90726,2018,0
GSE90728,2017,1
GSE90729,2017,1
GSE90730,2017,0
GSE90731,2017,1
GSE90734,2016,1
GSE90736,2017,0
GSE90741,2018,0
GSE90742,2018,0
GSE90743,2017,1
GSE90744,2017,1
GSE90747,2016,1
GSE90748,2017,0
GSE90749,2017,1
GSE90752,2017,0
GSE90754,2018,1
GSE90758,2017,1
GSE90760,2017,0
GSE90761,2017,1
GSE90762,2019,0
GSE90766,2017,1
GSE90767,2019,1
GSE90772,2017,0
GSE90781,2017,1
GSE90785,2018,1
GSE90787,2019,1
GSE90792,2017,1
GSE90795,2018,0
GSE90796,2016,1
GSE90797,2017,1
GSE90799,2017,0
GSE90800,2017,1
GSE90802,2017,0
GSE90806,2017,1
GSE90809,2016,1
GSE90813,2017,1
GSE90815,2018,1
GSE90816,2018,1
GSE90817,2017,1
GSE90821,2017,1
GSE90822,2017,1
GSE90824,2017,1
GSE90825,2017,0
GSE90827,2017,1
GSE90829,2017,1
GSE90830,2018,1
GSE90834,2017,1
GSE90837,2016,1
GSE90838,2017,1
GSE90841,2017,1
GSE90843,2016,0
GSE90844,2019,0
GSE90845,2017,1
GSE90847,2017,1
GSE90848,2017,1
GSE90849,2016,0
GSE90850,2017,0
GSE90854,2017,1
GSE90855,2017,1
GSE90856,2017,1
GSE90860,2017,1
GSE90861,2019,0
GSE90865,2019,0
GSE90866,2018,0
GSE90869,2018,1
GSE90874,2017,0
GSE90876,2017,1
GSE90878,2017,0
GSE90883,2017,0
GSE90884,2017,1
GSE90885,2017,1
GSE90889,2017,1
GSE90890,2017,1
GSE90891,2017,1
GSE90894,2017,1
GSE90895,2017,0
GSE90897,2017,1
GSE90899,2017,1
GSE90905,2019,1
GSE90906,2018,0
GSE90908,2016,1
GSE90911,2019,1
GSE90912,2019,0
GSE90913,2017,1
GSE90914,2017,1
GSE90915,2018,0
GSE90917,2018,0
GSE90921,2017,1
GSE90925,2017,1
GSE90926,2017,0
GSE90929,2017,1
GSE90932,2017,0
GSE90935,2017,1
GSE90937,2017,1
GSE90938,2017,0
GSE90941,2016,1
GSE90944,2017,0
GSE90950,2019,1
GSE90952,2017,1
GSE90955,2017,1
GSE90957,2017,0
GSE90958,2017,1
GSE90961,2017,0
GSE90962,2017,1
GSE90969,2017,1
GSE90971,2017,1
GSE90975,2018,0
GSE90976,2017,1
GSE90977,2017,1
GSE90982,2017,1
GSE90983,2017,1
GSE90987,2017,0
GSE90988,2017,0
GSE90997,2017,0
GSE90998,2017,0
GSE91000,2017,1
GSE91001,2017,1
GSE91008,2017,0
GSE91009,2017,0
GSE91010,2017,0
GSE91011,2017,0
GSE91012,2017,0
GSE91015,2018,0
GSE91016,2016,1
GSE91019,2018,0
GSE91020,2018,0
GSE91024,2017,1
GSE91027,2017,0
GSE91032,2017,0
GSE91034,2017,0
GSE91039,2017,1
GSE91040,2017,1
GSE91041,2017,0
GSE91043,2017,0
GSE91051,2018,1
GSE91052,2017,1
GSE91056,2017,0
GSE91058,2017,0
GSE91059,2017,1
GSE91060,2016,1
GSE91061,2018,1
GSE91062,2017,1
GSE91063,2017,1
GSE91065,2019,0
GSE91066,2017,0
GSE91067,2017,0
GSE91068,2017,0
GSE91073,2017,1
GSE91075,2016,1
GSE91078,2017,1
GSE91081,2017,1
GSE91085,2019,1
GSE91086,2017,1
GSE91087,2017,1
GSE91187,2017,1
GSE91198,2017,0
GSE91212,2017,0
GSE91222,2017,0
GSE91229,2017,0
GSE91243,2017,0
GSE91255,2017,0
GSE91281,2017,0
GSE91284,2017,0
GSE91303,2017,0
GSE91305,2017,0
GSE91311,2017,0
GSE91358,2017,0
GSE91377,2017,0
GSE91383,2017,1
GSE91384,2017,1
GSE91386,2017,0
GSE91387,2016,0
GSE91388,2018,1
GSE91390,2017,1
GSE91395,2017,1
GSE91396,2017,1
GSE91398,2017,1
GSE91400,2017,1
GSE91402,2017,1
GSE91407,2017,0
GSE91428,2017,0
GSE91435,2017,0
GSE91459,2017,0
GSE91481,2017,0
GSE91484,2017,0
GSE91515,2017,0
GSE91571,2017,0
GSE91613,2017,0
GSE91641,2017,0
GSE91677,2017,0
GSE91796,2017,0
GSE91832,2017,0
GSE91858,2017,0
GSE91874,2017,0
GSE91927,2017,0
GSE91943,2017,0
GSE91947,2017,0
GSE91985,2017,0
GSE91988,2017,0
GSE92003,2017,0
GSE92010,2017,0
GSE92056,2017,0
GSE92061,2017,0
GSE92155,2017,0
GSE92161,2017,0
GSE92179,2017,0
GSE92237,2017,0
GSE92238,2017,1
GSE92239,2017,1
GSE92241,2018,0
GSE92243,2018,0
GSE92244,2018,0
GSE92245,2018,0
GSE92246,2016,1
GSE92247,2016,1
GSE92250,2018,1
GSE92253,2017,0
GSE92257,2017,1
GSE92260,2017,0
GSE92262,2017,1
GSE92263,2017,1
GSE92272,2017,1
GSE92274,2018,0
GSE92275,2017,1
GSE92276,2017,1
GSE92277,2017,1
GSE92280,2017,0
GSE92282,2016,1
GSE92283,2017,1
GSE92288,2017,0
GSE92292,2017,1
GSE92293,2017,0
GSE92295,2017,0
GSE92301,2016,1
GSE92302,2016,1
GSE92304,2017,0
GSE92305,2016,1
GSE92306,2016,1
GSE92308,2017,1
GSE92312,2017,0
GSE92314,2018,1
GSE92315,2019,1
GSE92316,2017,1
GSE92317,2016,0
GSE92322,2017,1
GSE92323,2017,0
GSE92328,2018,0
GSE92332,2017,1
GSE92333,2017,1
GSE92334,2017,0
GSE92337,2018,1
GSE92340,2017,0
GSE92341,2017,1
GSE92344,2017,0
GSE92345,2017,1
GSE92346,2018,0
GSE92350,2017,1
GSE92361,2017,0
GSE92364,2017,1
GSE92366,2017,1
GSE92371,2018,0
GSE92373,2017,1
GSE92374,2017,0
GSE92376,2017,0
GSE92377,2017,1
GSE92379,2019,0
GSE92382,2017,0
GSE92387,2018,0
GSE92388,2019,0
GSE92389,2019,0
GSE92395,2017,1
GSE92398,2017,0
GSE92403,2019,0
GSE92406,2017,1
GSE92412,2019,0
GSE92419,2017,1
GSE92425,2017,0
GSE92426,2017,0
GSE92429,2016,1
GSE92430,2017,1
GSE92431,2017,1
GSE92432,2019,1
GSE92433,2017,0
GSE92434,2018,1
GSE92440,2018,1
GSE92441,2019,0
GSE92442,2017,0
GSE92447,2017,0
GSE92448,2018,1
GSE92449,2017,1
GSE92450,2018,0
GSE92452,2018,0
GSE92456,2017,1
GSE92457,2018,0
GSE92459,2018,0
GSE92463,2017,1
GSE92464,2018,0
GSE92465,2018,0
GSE92469,2018,0
GSE92470,2017,1
GSE92472,2017,0
GSE92478,2017,1
GSE92480,2017,0
GSE92486,2017,1
GSE92488,2019,1
GSE92489,2017,1
GSE92494,2017,1
GSE92495,2017,1
GSE92496,2017,1
GSE92497,2016,0
GSE92506,2017,1
GSE92513,2017,1
GSE92514,2017,1
GSE92515,2017,0
GSE92516,2019,1
GSE92518,2019,1
GSE92519,2019,0
GSE92521,2018,0
GSE92522,2017,1
GSE92529,2017,0
GSE92532,2017,1
GSE92535,2017,1
GSE92537,2017,0
GSE92539,2017,1
GSE92540,2018,0
GSE92541,2017,1
GSE92542,2017,1
GSE92543,2017,0
GSE92544,2019,1
GSE92546,2017,1
GSE92547,2017,1
GSE92548,2018,1
GSE92559,2018,1
GSE92560,2018,1
GSE92562,2017,1
GSE92565,2017,0
GSE92567,2017,0
GSE92568,2017,0
GSE92572,2016,0
GSE92574,2016,0
GSE92575,2018,0
GSE92576,2016,0
GSE92581,2017,1
GSE92583,2017,1
GSE92585,2017,0
GSE92589,2017,1
GSE92590,2017,0
GSE92592,2017,1
GSE92601,2018,1
GSE92602,2017,1
GSE92605,2017,1
GSE92607,2017,0
GSE92611,2018,1
GSE92614,2019,1
GSE92618,2017,1
GSE92620,2017,1
GSE92621,2017,0
GSE92622,2019,1
GSE92625,2017,0
GSE92626,2017,0
GSE92628,2017,1
GSE92629,2016,1
GSE92632,2017,0
GSE92634,2018,1
GSE92635,2018,0
GSE92639,2017,1
GSE92641,2017,1
GSE92644,2017,0
GSE92650,2017,1
GSE92651,2017,1
GSE92652,2017,1
GSE92653,2017,0
GSE92656,2016,0
GSE92659,2017,1
GSE92661,2017,1
GSE92662,2017,0
GSE92670,2017,0
GSE92677,2018,1
GSE92686,2016,0
GSE92690,2016,1
GSE92699,2017,0
GSE92702,2017,1
GSE92704,2017,1
GSE92705,2019,1
GSE92707,2017,1
GSE92720,2016,1
GSE92721,2017,1
GSE92722,2016,1
GSE92723,2017,1
GSE92724,2018,0
GSE92725,2019,0
GSE92726,2019,0
GSE92730,2017,1
GSE92732,2016,1
GSE92735,2019,0
GSE92739,2017,1
GSE92740,2017,1
GSE92741,2017,0
GSE92742,2017,1
GSE92743,2017,1
GSE92744,2017,1
GSE92751,2017,1
GSE92754,2017,1
GSE92759,2017,1
GSE92760,2017,1
GSE92761,2017,0
GSE92762,2017,0
GSE92766,2017,0
GSE92768,2017,0
GSE92770,2017,0
GSE92772,2017,1
GSE92773,2016,0
GSE92774,2017,0
GSE92775,2018,1
GSE92779,2017,1
GSE92835,2019,1
GSE92839,2017,0
GSE92842,2017,1
GSE92844,2017,1
GSE92847,2017,1
GSE92848,2017,1
GSE92852,2017,1
GSE92855,2016,1
GSE92856,2017,1
GSE92858,2018,1
GSE92859,2017,1
GSE92865,2017,1
GSE92870,2016,0
GSE92872,2017,1
GSE92874,2017,1
GSE92876,2017,0
GSE92882,2017,1
GSE92887,2017,1
GSE92888,2017,0
GSE92889,2017,0
GSE92891,2017,0
GSE92892,2018,0
GSE92894,2017,0
GSE92902,2016,1
GSE92904,2018,1
GSE92905,2017,1
GSE92906,2019,1
GSE92907,2019,1
GSE92908,2019,0
GSE92910,2017,0
GSE92911,2017,0
GSE92914,2018,0
GSE92917,2018,0
GSE92920,2016,0
GSE92922,2016,1
GSE92930,2019,0
GSE92931,2017,0
GSE92932,2017,0
GSE92933,2017,1
GSE92936,2019,1
GSE92937,2017,1
GSE92939,2017,0
GSE92943,2017,1
GSE92949,2017,0
GSE92954,2017,1
GSE92959,2017,0
GSE92965,2017,1
GSE92966,2017,0
GSE92967,2017,0
GSE92968,2018,1
GSE92970,2019,0
GSE92971,2017,1
GSE92976,2017,0
GSE92979,2016,0
GSE92981,2016,1
GSE92983,2017,0
GSE92985,2017,0
GSE92989,2017,1
GSE92991,2019,1
GSE92992,2017,1
GSE92994,2017,0
GSE92996,2017,0
GSE92997,2017,0
GSE92998,2018,0
GSE92999,2017,1
GSE93000,2016,1
GSE93005,2017,0
GSE93006,2017,1
GSE93007,2017,0
GSE93010,2017,0
GSE93011,2017,0
GSE93014,2017,0
GSE93015,2016,0
GSE93017,2016,1
GSE93018,2016,0
GSE93021,2016,1
GSE93023,2016,0
GSE93024,2018,1
GSE93027,2017,1
GSE93028,2017,1
GSE93029,2017,0
GSE93030,2016,1
GSE93031,2017,1
GSE93034,2017,1
GSE93039,2019,1
GSE93040,2019,0
GSE93043,2017,0
GSE93044,2017,0
GSE93045,2018,0
GSE93056,2017,1
GSE93057,2017,1
GSE9306,2007,0
GSE93061,2017,1
GSE93066,2017,1
GSE93067,2017,1
GSE93069,2018,1
GSE93070,2017,1
GSE93071,2017,1
GSE93072,2017,1
GSE93073,2017,1
GSE93078,2017,0
GSE93081,2017,1
GSE93085,2017,1
GSE93086,2017,0
GSE93089,2017,1
GSE93090,2018,1
GSE93097,2017,0
GSE93098,2018,0
GSE93100,2017,0
GSE93102,2018,1
GSE93103,2017,1
GSE93107,2018,1
GSE93109,2017,0
GSE93124,2017,0
GSE93125,2017,1
GSE93126,2018,0
GSE93127,2017,1
GSE93128,2017,1
GSE93130,2017,0
GSE93131,2017,1
GSE93132,2017,0
GSE93133,2017,1
GSE93137,2018,0
GSE93139,2017,0
GSE93144,2017,1
GSE93147,2018,0
GSE93153,2017,1
GSE93154,2017,1
GSE93155,2017,1
GSE93156,2017,1
GSE93159,2018,0
GSE93161,2018,0
GSE93162,2018,0
GSE93167,2017,1
GSE93179,2017,0
GSE93180,2017,0
GSE93184,2017,0
GSE93191,2017,1
GSE93195,2017,1
GSE93197,2018,1
GSE93198,2017,0
GSE93201,2017,1
GSE93202,2017,1
GSE93206,2017,1
GSE93224,2018,1
GSE93226,2017,0
GSE93230,2017,0
GSE93232,2018,1
GSE93233,2017,0
GSE93236,2017,1
GSE93237,2017,1
GSE93240,2018,0
GSE93241,2017,1
GSE93249,2017,1
GSE93252,2017,1
GSE93256,2017,0
GSE93263,2017,0
GSE93265,2019,1
GSE93267,2017,1
GSE93268,2017,0
GSE93279,2017,1
GSE93280,2017,1
GSE93282,2017,0
GSE93287,2018,1
GSE93289,2018,0
GSE93292,2017,1
GSE93293,2017,0
GSE93297,2017,1
GSE93299,2017,1
GSE93302,2018,1
GSE93306,2017,1
GSE93307,2018,0
GSE93308,2017,0
GSE93309,2018,1
GSE93310,2017,0
GSE93313,2017,1
GSE93314,2017,1
GSE93315,2017,0
GSE93318,2017,1
GSE93319,2017,0
GSE93320,2017,0
GSE93321,2017,1
GSE93322,2019,0
GSE93324,2017,1
GSE93325,2017,0
GSE93326,2018,1
GSE93327,2018,0
GSE93330,2017,0
GSE93331,2017,1
GSE93339,2017,1
GSE93341,2017,0
GSE93343,2017,0
GSE93344,2017,0
GSE93345,2017,1
GSE93352,2017,1
GSE93354,2017,0
GSE93357,2017,1
GSE93359,2018,0
GSE93360,2017,0
GSE93362,2018,1
GSE93365,2017,1
GSE93374,2017,1
GSE93379,2017,1
GSE93380,2017,1
GSE93381,2017,1
GSE93382,2017,0
GSE93385,2017,1
GSE93386,2018,1
GSE93393,2017,0
GSE93394,2017,1
GSE93395,2017,1
GSE93412,2017,1
GSE93416,2017,1
GSE93417,2017,0
GSE93420,2017,1
GSE93421,2017,1
GSE93424,2017,0
GSE93427,2017,1
GSE93431,2017,1
GSE93432,2017,0
GSE93434,2017,0
GSE93435,2017,0
GSE93436,2017,0
GSE93437,2017,0
GSE93438,2017,0
GSE93439,2017,0
GSE93440,2017,0
GSE93441,2017,0
GSE93442,2017,0
GSE93443,2017,0
GSE93444,2017,0
GSE93445,2017,0
GSE93446,2017,0
GSE93447,2017,0
GSE93448,2017,0
GSE93449,2017,0
GSE93450,2017,0
GSE93451,2017,0
GSE93452,2017,0
GSE93453,2017,0
GSE93454,2017,0
GSE93455,2017,0
GSE93456,2017,0
GSE93457,2017,0
GSE93458,2017,0
GSE93459,2017,0
GSE93460,2017,0
GSE93461,2017,0
GSE93462,2017,0
GSE93463,2017,0
GSE93464,2017,0
GSE93465,2017,0
GSE93466,2017,0
GSE93467,2017,0
GSE93468,2017,0
GSE93469,2017,0
GSE93470,2017,0
GSE93471,2017,0
GSE93472,2017,0
GSE93473,2017,0
GSE93474,2017,0
GSE93475,2017,0
GSE93476,2017,0
GSE93477,2017,0
GSE93478,2017,0
GSE93479,2017,0
GSE93480,2017,0
GSE93481,2017,0
GSE93482,2017,0
GSE93483,2017,0
GSE93484,2017,0
GSE93485,2017,0
GSE93486,2017,0
GSE93487,2017,0
GSE93488,2017,0
GSE93489,2017,0
GSE93490,2017,0
GSE93491,2017,0
GSE93492,2017,0
GSE93493,2017,0
GSE93494,2017,0
GSE93495,2017,0
GSE93496,2017,0
GSE93497,2017,0
GSE93498,2017,0
GSE93499,2017,0
GSE93500,2017,0
GSE93501,2017,0
GSE93502,2017,0
GSE93503,2017,0
GSE93506,2017,0
GSE93511,2017,1
GSE93514,2018,1
GSE93516,2017,1
GSE93524,2017,1
GSE93526,2017,1
GSE93528,2017,1
GSE93530,2017,1
GSE93533,2017,1
GSE93535,2018,0
GSE93537,2017,1
GSE93538,2017,0
GSE93540,2017,1
GSE93543,2018,1
GSE93547,2017,1
GSE93553,2019,0
GSE93554,2017,0
GSE93555,2017,1
GSE93556,2018,1
GSE93558,2017,0
GSE93559,2017,1
GSE93560,2017,1
GSE93562,2017,1
GSE93566,2017,1
GSE93567,2017,0
GSE93570,2017,0
GSE93573,2017,1
GSE93574,2017,1
GSE93576,2017,0
GSE93578,2017,1
GSE93581,2017,1
GSE93582,2017,0
GSE93584,2017,1
GSE93585,2017,1
GSE93590,2017,1
GSE93591,2017,1
GSE93593,2017,1
GSE93594,2017,1
GSE93598,2018,0
GSE93602,2018,0
GSE93604,2017,1
GSE93605,2019,1
GSE93610,2017,1
GSE93611,2017,0
GSE93614,2018,1
GSE93619,2017,1
GSE93620,2017,1
GSE93622,2017,1
GSE93623,2017,0
GSE93624,2017,0
GSE93627,2018,1
GSE93628,2018,0
GSE93629,2017,1
GSE93636,2017,1
GSE93644,2017,1
GSE93650,2017,1
GSE93653,2017,0
GSE93655,2017,0
GSE93656,2017,1
GSE93657,2017,1
GSE93670,2017,1
GSE93672,2017,1
GSE93674,2018,1
GSE93675,2018,1
GSE93676,2017,1
GSE93678,2017,1
GSE93681,2017,1
GSE93682,2017,0
GSE93684,2017,1
GSE93685,2017,1
GSE93686,2017,1
GSE93699,2018,1
GSE93701,2018,0
GSE93702,2017,1
GSE93705,2017,0
GSE93706,2019,0
GSE93709,2018,1
GSE93716,2019,0
GSE93717,2019,0
GSE93722,2017,0
GSE93724,2018,1
GSE93729,2018,0
GSE93730,2018,0
GSE93734,2017,0
GSE93735,2017,0
GSE93737,2017,1
GSE93739,2017,0
GSE93741,2017,0
GSE93744,2018,1
GSE93748,2017,1
GSE93750,2017,1
GSE93751,2017,0
GSE93753,2017,0
GSE93754,2017,0
GSE93755,2018,0
GSE93758,2019,1
GSE93759,2019,0
GSE93761,2017,0
GSE93763,2018,0
GSE93764,2017,0
GSE93765,2018,0
GSE93772,2017,0
GSE93774,2017,1
GSE93782,2017,1
GSE93783,2017,1
GSE93786,2017,1
GSE93787,2017,1
GSE93788,2017,0
GSE93796,2017,0
GSE93801,2017,1
GSE93802,2017,0
GSE93804,2018,0
GSE93805,2018,0
GSE93806,2018,1
GSE93807,2017,0
GSE93811,2017,0
GSE93813,2017,1
GSE93814,2017,0
GSE93818,2017,1
GSE93820,2017,0
GSE93823,2017,0
GSE93824,2017,1
GSE93827,2017,1
GSE93828,2017,1
GSE93831,2017,1
GSE93832,2017,0
GSE93833,2018,0
GSE93841,2017,1
GSE93855,2017,1
GSE93856,2017,1
GSE93859,2017,1
GSE93863,2019,0
GSE93866,2017,1
GSE93867,2017,1
GSE93870,2017,1
GSE93871,2017,1
GSE93873,2017,0
GSE93877,2017,1
GSE93878,2017,0
GSE93879,2017,1
GSE93890,2017,0
GSE93891,2017,1
GSE93894,2017,1
GSE93895,2018,0
GSE93901,2019,0
GSE93902,2017,1
GSE93904,2018,1
GSE93906,2017,0
GSE93907,2017,1
GSE93909,2017,1
GSE93910,2017,1
GSE93911,2018,0
GSE93912,2017,0
GSE93914,2017,0
GSE93915,2019,1
GSE93918,2017,1
GSE93925,2017,0
GSE93927,2017,1
GSE93934,2017,0
GSE93935,2018,0
GSE93939,2019,1
GSE93941,2018,1
GSE93946,2017,1
GSE93947,2017,1
GSE93959,2017,1
GSE93960,2017,0
GSE93961,2018,1
GSE93965,2017,0
GSE93968,2017,1
GSE93974,2017,1
GSE93976,2018,1
GSE93977,2018,1
GSE93979,2017,1
GSE93983,2019,1
GSE93988,2017,0
GSE93989,2017,0
GSE93990,2018,1
GSE93991,2018,1
GSE93996,2018,1
GSE93997,2018,0
GSE93999,2017,1
GSE94003,2017,0
GSE94004,2018,0
GSE94010,2017,0
GSE94011,2017,1
GSE94013,2018,0
GSE94015,2017,1
GSE94017,2017,1
GSE94018,2017,0
GSE94019,2017,1
GSE94020,2017,1
GSE94026,2019,1
GSE94028,2018,0
GSE94035,2017,1
GSE94036,2017,1
GSE94037,2017,0
GSE94038,2017,0
GSE94042,2018,1
GSE94043,2017,0
GSE94053,2017,0
GSE94054,2017,0
GSE94055,2017,1
GSE94057,2017,1
GSE94059,2017,1
GSE94063,2017,0
GSE94064,2017,1
GSE94065,2017,0
GSE94067,2018,1
GSE94068,2017,0
GSE94072,2017,1
GSE94077,2017,0
GSE94078,2019,1
GSE94080,2018,1
GSE94082,2017,0
GSE94085,2017,0
GSE94086,2017,0
GSE94087,2019,1
GSE94089,2019,0
GSE94091,2018,1
GSE94098,2017,0
GSE94099,2017,1
GSE94105,2017,1
GSE94107,2017,1
GSE94110,2017,1
GSE94111,2018,1
GSE94113,2018,1
GSE94115,2017,0
GSE94116,2017,1
GSE94117,2017,0
GSE94118,2018,1
GSE94120,2017,1
GSE94121,2017,1
GSE94124,2017,1
GSE94125,2017,1
GSE94126,2017,0
GSE94129,2017,0
GSE94132,2018,1
GSE94133,2017,1
GSE94134,2017,0
GSE94135,2017,1
GSE94136,2017,1
GSE94137,2018,1
GSE94142,2017,1
GSE94144,2017,0
GSE94147,2017,0
GSE94148,2018,0
GSE94149,2018,0
GSE94150,2018,0
GSE94152,2018,0
GSE94153,2017,1
GSE94155,2018,1
GSE94156,2017,1
GSE94159,2018,0
GSE94160,2017,0
GSE94162,2017,0
GSE94165,2017,0
GSE94166,2017,0
GSE94169,2017,0
GSE94171,2017,0
GSE94172,2017,0
GSE94176,2017,0
GSE94180,2017,0
GSE94188,2017,0
GSE94189,2017,0
GSE94191,2017,0
GSE94194,2017,0
GSE94197,2017,0
GSE94199,2017,0
GSE94204,2017,0
GSE94205,2017,0
GSE94207,2017,0
GSE94208,2017,0
GSE94210,2017,0
GSE94213,2017,0
GSE94214,2017,0
GSE94215,2017,0
GSE94218,2017,0
GSE94224,2017,0
GSE94225,2017,0
GSE94228,2019,1
GSE94234,2017,0
GSE94238,2017,1
GSE94239,2017,1
GSE94241,2018,1
GSE94242,2018,0
GSE94243,2017,1
GSE94245,2019,0
GSE94246,2017,0
GSE94252,2017,1
GSE94254,2017,0
GSE94257,2017,0
GSE94259,2017,1
GSE94260,2017,1
GSE94263,2017,1
GSE94264,2017,1
GSE94265,2017,0
GSE94266,2017,1
GSE94267,2017,1
GSE94268,2017,0
GSE94270,2017,1
GSE94271,2017,1
GSE94273,2017,1
GSE94274,2017,0
GSE94277,2017,1
GSE94278,2017,0
GSE94280,2017,1
GSE94281,2017,1
GSE94284,2017,1
GSE94290,2017,1
GSE94293,2017,1
GSE94295,2017,0
GSE94296,2017,1
GSE94297,2017,0
GSE94299,2019,1
GSE94301,2017,1
GSE94303,2017,1
GSE94304,2017,0
GSE94306,2017,1
GSE94308,2017,0
GSE94309,2017,0
GSE94310,2017,0
GSE94311,2017,0
GSE94315,2018,0
GSE94316,2017,1
GSE94324,2017,0
GSE94325,2017,0
GSE94330,2017,0
GSE94332,2018,0
GSE94333,2017,1
GSE94335,2018,1
GSE94339,2019,0
GSE94343,2018,1
GSE94344,2017,0
GSE94345,2017,1
GSE94353,2018,1
GSE94355,2017,1
GSE94362,2019,1
GSE94364,2017,1
GSE94366,2017,1
GSE94367,2018,1
GSE94369,2018,1
GSE94372,2017,1
GSE94373,2018,1
GSE94374,2017,1
GSE94375,2018,0
GSE94377,2017,1
GSE94382,2017,1
GSE94383,2017,1
GSE94384,2017,1
GSE94385,2017,1
GSE94387,2017,1
GSE94388,2017,1
GSE94389,2017,0
GSE94390,2017,1
GSE94394,2017,1
GSE94395,2017,0
GSE94396,2018,1
GSE94402,2018,0
GSE94404,2017,1
GSE94405,2017,0
GSE94408,2017,1
GSE94412,2018,1
GSE94413,2017,1
GSE94421,2019,1
GSE94427,2017,1
GSE94430,2018,0
GSE94431,2018,0
GSE94436,2019,1
GSE94437,2017,1
GSE94438,2018,1
GSE94442,2017,1
GSE94443,2017,0
GSE94444,2017,1
GSE94445,2018,1
GSE94452,2018,0
GSE94453,2018,1
GSE94454,2017,1
GSE94455,2017,1
GSE94457,2017,1
GSE94459,2017,0
GSE94461,2017,1
GSE94463,2017,1
GSE94464,2017,0
GSE94473,2017,0
GSE94479,2017,1
GSE94481,2017,1
GSE94482,2017,1
GSE94486,2018,0
GSE94488,2017,1
GSE94492,2018,0
GSE94493,2017,1
GSE94494,2017,0
GSE94495,2017,1
GSE94498,2018,1
GSE94500,2017,1
GSE94501,2017,1
GSE94502,2017,1
GSE94503,2017,0
GSE94507,2017,0
GSE94512,2017,1
GSE94518,2017,1
GSE94525,2017,0
GSE94528,2017,0
GSE94534,2017,1
GSE94537,2019,1
GSE94541,2017,0
GSE94542,2017,1
GSE94543,2017,0
